Seconds,High,Low,Open,Close,Qty
0,671.0,671.0,671.0,671.0,270.0
1,659.0,659.0,659.0,659.0,182.0
2,659.0,659.0,659.0,659.0,9.0
3,659.0,659.0,659.0,659.0,30.0
4,659.0,659.0,659.0,659.0,1.0
5,659.0,659.0,659.0,659.0,8.0
6,659.0,659.0,659.0,659.0,28.0
7,,,,659.0,
8,,,,659.0,
9,,,,659.0,
10,659.0,659.0,659.0,659.0,394.0
11,659.0,659.0,659.0,659.0,113.0
12,,,,659.0,
13,,,,659.0,
14,,,,659.0,
15,659.0,659.0,659.0,659.0,47.0
16,,,,659.0,
17,,,,659.0,
18,,,,659.0,
19,,,,659.0,
20,,,,659.0,
21,659.0,659.0,659.0,659.0,79.0
22,,,,659.0,
23,,,,659.0,
24,,,,659.0,
25,659.0,659.0,659.0,659.0,122.0
26,,,,659.0,
27,,,,659.0,
28,,,,659.0,
29,659.0,659.0,659.0,659.0,1.0
30,,,,659.0,
31,659.0,659.0,659.0,659.0,365.0
32,,,,659.0,
33,659.0,659.0,659.0,659.0,13.0
34,659.0,659.0,659.0,659.0,7.0
35,659.0,659.0,659.0,659.0,3.0
36,,,,659.0,
37,659.0,659.0,659.0,659.0,28.0
38,,,,659.0,
39,659.0,659.0,659.0,659.0,5.0
40,,,,659.0,
41,,,,659.0,
42,,,,659.0,
43,,,,659.0,
44,659.0,659.0,659.0,659.0,35.0
45,,,,659.0,
46,,,,659.0,
47,,,,659.0,
48,,,,659.0,
49,660.0,660.0,660.0,660.0,1088.0
50,660.0,660.0,660.0,660.0,489.0
51,660.0,660.0,660.0,660.0,10.0
52,659.0,659.0,659.0,659.0,1.0
53,,,,659.0,
54,,,,659.0,
55,660.0,660.0,660.0,660.0,1.0
56,660.0,660.0,660.0,660.0,105.0
57,,,,660.0,
58,,,,660.0,
59,,,,660.0,
60,,,,660.0,
61,660.0,660.0,660.0,660.0,50.0
62,660.0,660.0,660.0,660.0,267.0
63,660.0,660.0,660.0,660.0,20.0
64,661.0,661.0,661.0,661.0,1.0
65,661.0,661.0,661.0,661.0,3.0
66,660.0,660.0,660.0,660.0,88.0
67,,,,660.0,
68,,,,660.0,
69,660.0,660.0,660.0,660.0,52.0
70,660.0,660.0,660.0,660.0,8.0
71,661.0,660.0,661.0,660.0,41.0
72,661.0,661.0,661.0,661.0,1.0
73,,,,661.0,
74,,,,661.0,
75,,,,661.0,
76,,,,661.0,
77,,,,661.0,
78,,,,661.0,
79,,,,661.0,
80,,,,661.0,
81,661.0,661.0,661.0,661.0,1.0
82,,,,661.0,
83,661.0,661.0,661.0,661.0,1.0
84,,,,661.0,
85,660.0,660.0,660.0,660.0,191.0
86,660.0,660.0,660.0,660.0,86.0
87,660.0,660.0,660.0,660.0,5.0
88,659.0,659.0,659.0,659.0,40.0
89,660.0,660.0,660.0,660.0,253.0
90,,,,660.0,
91,,,,660.0,
92,660.0,660.0,660.0,660.0,10.0
93,660.0,660.0,660.0,660.0,8.0
94,,,,660.0,
95,,,,660.0,
96,,,,660.0,
97,660.0,660.0,660.0,660.0,1.0
98,660.0,660.0,660.0,660.0,15.0
99,,,,660.0,
100,,,,660.0,
101,,,,660.0,
102,,,,660.0,
103,,,,660.0,
104,,,,660.0,
105,,,,660.0,
106,,,,660.0,
107,,,,660.0,
108,661.0,661.0,661.0,661.0,58.0
109,661.0,660.0,661.0,661.0,94.0
110,661.0,661.0,661.0,661.0,1.0
111,661.0,661.0,661.0,661.0,70.0
112,661.0,661.0,661.0,661.0,8.0
113,661.0,661.0,661.0,661.0,25.0
