Seconds,High,Low,Open,Close,Qty
0,3317.0,3317.0,3317.0,3317.0,150.0
1,3313.0,3313.0,3313.0,3313.0,3.0
2,,,,3313.0,
3,,,,3313.0,
4,,,,3313.0,
5,,,,3313.0,
6,3314.0,3314.0,3314.0,3314.0,349.0
7,3314.0,3313.0,3314.0,3314.0,99.0
8,,,,3314.0,
9,,,,3314.0,
10,3314.0,3313.0,3313.0,3314.0,281.0
11,3314.0,3314.0,3314.0,3314.0,43.0
12,3315.0,3315.0,3315.0,3315.0,13.0
13,,,,3315.0,
14,,,,3315.0,
15,,,,3315.0,
16,,,,3315.0,
17,,,,3315.0,
18,,,,3315.0,
19,3315.0,3315.0,3315.0,3315.0,3.0
20,,,,3315.0,
21,3316.0,3315.0,3316.0,3315.0,361.0
22,3315.0,3315.0,3315.0,3315.0,1.0
23,,,,3315.0,
24,,,,3315.0,
25,,,,3315.0,
26,,,,3315.0,
27,,,,3315.0,
28,3315.0,3315.0,3315.0,3315.0,200.0
29,,,,3315.0,
30,,,,3315.0,
31,,,,3315.0,
32,,,,3315.0,
33,,,,3315.0,
34,,,,3315.0,
35,3314.0,3314.0,3314.0,3314.0,232.0
36,,,,3314.0,
37,,,,3314.0,
38,,,,3314.0,
39,,,,3314.0,
40,,,,3314.0,
41,,,,3314.0,
42,3315.0,3315.0,3315.0,3315.0,25.0
43,,,,3315.0,
44,3315.0,3315.0,3315.0,3315.0,3.0
45,,,,3315.0,
46,,,,3315.0,
47,,,,3315.0,
48,,,,3315.0,
49,3314.0,3314.0,3314.0,3314.0,2.0
50,,,,3314.0,
51,,,,3314.0,
52,,,,3314.0,
53,,,,3314.0,
54,,,,3314.0,
55,,,,3314.0,
56,,,,3314.0,
57,,,,3314.0,
58,,,,3314.0,
59,,,,3314.0,
60,,,,3314.0,
61,,,,3314.0,
62,,,,3314.0,
63,3315.0,3314.0,3315.0,3314.0,71.0
64,,,,3314.0,
65,,,,3314.0,
66,,,,3314.0,
67,,,,3314.0,
68,,,,3314.0,
69,,,,3314.0,
70,,,,3314.0,
71,,,,3314.0,
72,3315.0,3315.0,3315.0,3315.0,9.0
73,,,,3315.0,
74,,,,3315.0,
75,,,,3315.0,
76,3314.0,3314.0,3314.0,3314.0,10.0
77,,,,3314.0,
78,,,,3314.0,
79,,,,3314.0,
80,,,,3314.0,
81,,,,3314.0,
82,3315.0,3315.0,3315.0,3315.0,1.0
83,,,,3315.0,
84,,,,3315.0,
85,3314.0,3314.0,3314.0,3314.0,317.0
86,,,,3314.0,
87,3313.0,3313.0,3313.0,3313.0,3.0
88,,,,3313.0,
89,,,,3313.0,
90,3313.0,3313.0,3313.0,3313.0,137.0
91,,,,3313.0,
92,,,,3313.0,
93,,,,3313.0,
94,3313.0,3313.0,3313.0,3313.0,55.0
95,,,,3313.0,
96,3313.0,3313.0,3313.0,3313.0,48.0
97,,,,3313.0,
98,,,,3313.0,
99,,,,3313.0,
100,,,,3313.0,
101,,,,3313.0,
102,,,,3313.0,
103,,,,3313.0,
104,,,,3313.0,
105,,,,3313.0,
106,,,,3313.0,
107,,,,3313.0,
108,3312.0,3312.0,3312.0,3312.0,65.0
109,,,,3312.0,
110,3312.0,3312.0,3312.0,3312.0,21.0
111,,,,3312.0,
112,,,,3312.0,
113,,,,3312.0,
114,,,,3312.0,
115,3311.0,3311.0,3311.0,3311.0,29.0
116,,,,3311.0,
117,3311.0,3311.0,3311.0,3311.0,1.0
118,3312.0,3312.0,3312.0,3312.0,2.0
119,,,,3312.0,
120,,,,3312.0,
121,,,,3312.0,
122,,,,3312.0,
123,,,,3312.0,
124,3312.0,3312.0,3312.0,3312.0,20.0
125,,,,3312.0,
126,,,,3312.0,
127,,,,3312.0,
128,,,,3312.0,
129,,,,3312.0,
130,,,,3312.0,
131,,,,3312.0,
132,,,,3312.0,
133,,,,3312.0,
134,,,,3312.0,
135,,,,3312.0,
136,,,,3312.0,
137,3313.0,3312.0,3312.0,3312.0,150.0
138,3312.0,3312.0,3312.0,3312.0,1.0
139,,,,3312.0,
140,,,,3312.0,
141,,,,3312.0,
142,3312.0,3312.0,3312.0,3312.0,10.0
143,3313.0,3313.0,3313.0,3313.0,20.0
144,,,,3313.0,
145,,,,3313.0,
146,3313.0,3313.0,3313.0,3313.0,29.0
147,3313.0,3313.0,3313.0,3313.0,19.0
148,3313.0,3313.0,3313.0,3313.0,4.0
149,3314.0,3314.0,3314.0,3314.0,494.0
150,3314.0,3314.0,3314.0,3314.0,6.0
151,,,,3314.0,
152,3314.0,3314.0,3314.0,3314.0,2.0
153,,,,3314.0,
154,,,,3314.0,
155,,,,3314.0,
156,,,,3314.0,
157,3314.0,3314.0,3314.0,3314.0,95.0
158,,,,3314.0,
159,3314.0,3314.0,3314.0,3314.0,43.0
160,,,,3314.0,
161,,,,3314.0,
162,,,,3314.0,
163,,,,3314.0,
164,3314.0,3314.0,3314.0,3314.0,2.0
165,3314.0,3314.0,3314.0,3314.0,100.0
166,3314.0,3314.0,3314.0,3314.0,32.0
167,,,,3314.0,
168,,,,3314.0,
169,,,,3314.0,
170,3314.0,3314.0,3314.0,3314.0,63.0
171,,,,3314.0,
172,3314.0,3314.0,3314.0,3314.0,46.0
173,,,,3314.0,
174,,,,3314.0,
175,,,,3314.0,
176,,,,3314.0,
177,,,,3314.0,
178,,,,3314.0,
179,,,,3314.0,
180,,,,3314.0,
181,,,,3314.0,
182,,,,3314.0,
183,3314.0,3314.0,3314.0,3314.0,1.0
184,,,,3314.0,
185,3314.0,3314.0,3314.0,3314.0,11.0
186,3314.0,3314.0,3314.0,3314.0,1.0
187,,,,3314.0,
188,,,,3314.0,
189,,,,3314.0,
190,,,,3314.0,
191,,,,3314.0,
192,,,,3314.0,
193,,,,3314.0,
194,,,,3314.0,
195,,,,3314.0,
196,,,,3314.0,
197,3314.0,3314.0,3314.0,3314.0,9.0
198,,,,3314.0,
199,3314.0,3314.0,3314.0,3314.0,3.0
200,,,,3314.0,
201,,,,3314.0,
202,,,,3314.0,
203,,,,3314.0,
204,,,,3314.0,
205,,,,3314.0,
206,,,,3314.0,
207,,,,3314.0,
208,,,,3314.0,
209,,,,3314.0,
210,,,,3314.0,
211,,,,3314.0,
212,,,,3314.0,
213,3313.0,3313.0,3313.0,3313.0,18.0
214,3314.0,3314.0,3314.0,3314.0,29.0
215,3314.0,3314.0,3314.0,3314.0,2.0
216,,,,3314.0,
217,3314.0,3314.0,3314.0,3314.0,19.0
218,3314.0,3314.0,3314.0,3314.0,49.0
219,3314.0,3314.0,3314.0,3314.0,64.0
220,3314.0,3314.0,3314.0,3314.0,100.0
221,3314.0,3314.0,3314.0,3314.0,1.0
222,,,,3314.0,
223,,,,3314.0,
224,,,,3314.0,
225,,,,3314.0,
226,,,,3314.0,
227,,,,3314.0,
228,,,,3314.0,
229,,,,3314.0,
230,3313.0,3313.0,3313.0,3313.0,1.0
231,,,,3313.0,
232,3314.0,3314.0,3314.0,3314.0,1.0
233,,,,3314.0,
234,,,,3314.0,
235,,,,3314.0,
236,,,,3314.0,
237,,,,3314.0,
238,,,,3314.0,
239,3314.0,3314.0,3314.0,3314.0,1.0
240,,,,3314.0,
241,3313.0,3313.0,3313.0,3313.0,18.0
242,3314.0,3313.0,3313.0,3314.0,7.0
243,3313.0,3313.0,3313.0,3313.0,6.0
244,3314.0,3313.0,3313.0,3314.0,27.0
245,3314.0,3313.0,3313.0,3314.0,7.0
246,3313.0,3313.0,3313.0,3313.0,6.0
247,3313.0,3313.0,3313.0,3313.0,107.0
248,,,,3313.0,
249,3314.0,3314.0,3314.0,3314.0,1.0
250,,,,3314.0,
251,,,,3314.0,
252,3314.0,3314.0,3314.0,3314.0,1.0
253,3313.0,3313.0,3313.0,3313.0,65.0
254,3313.0,3313.0,3313.0,3313.0,2.0
255,3313.0,3313.0,3313.0,3313.0,1.0
256,,,,3313.0,
257,3313.0,3313.0,3313.0,3313.0,43.0
258,,,,3313.0,
259,3314.0,3314.0,3314.0,3314.0,1.0
260,,,,3314.0,
261,,,,3314.0,
262,3314.0,3314.0,3314.0,3314.0,1.0
