Seconds,High,Low,Open,Close,Qty
0,3290.0,3290.0,3290.0,3290.0,2.0
1,3280.0,3280.0,3280.0,3280.0,4.0
2,3280.0,3280.0,3280.0,3280.0,1.0
3,,,,3280.0,
4,3281.0,3281.0,3281.0,3281.0,77.0
5,,,,3281.0,
6,,,,3281.0,
7,3280.0,3280.0,3280.0,3280.0,8.0
8,3280.0,3280.0,3280.0,3280.0,52.0
9,3280.0,3280.0,3280.0,3280.0,14.0
10,3280.0,3280.0,3280.0,3280.0,58.0
11,,,,3280.0,
12,3280.0,3280.0,3280.0,3280.0,8.0
13,3280.0,3280.0,3280.0,3280.0,1.0
14,,,,3280.0,
15,,,,3280.0,
16,,,,3280.0,
17,3279.0,3279.0,3279.0,3279.0,100.0
18,,,,3279.0,
19,,,,3279.0,
20,,,,3279.0,
21,3279.0,3279.0,3279.0,3279.0,166.0
22,3279.0,3279.0,3279.0,3279.0,20.0
23,3279.0,3279.0,3279.0,3279.0,66.0
24,3279.0,3279.0,3279.0,3279.0,16.0
25,,,,3279.0,
26,,,,3279.0,
27,,,,3279.0,
28,,,,3279.0,
29,,,,3279.0,
30,,,,3279.0,
31,,,,3279.0,
32,,,,3279.0,
33,3280.0,3280.0,3280.0,3280.0,1.0
34,,,,3280.0,
35,3279.0,3279.0,3279.0,3279.0,1.0
36,,,,3279.0,
37,,,,3279.0,
38,,,,3279.0,
39,,,,3279.0,
40,,,,3279.0,
41,,,,3279.0,
42,,,,3279.0,
43,,,,3279.0,
44,3279.0,3279.0,3279.0,3279.0,2.0
45,,,,3279.0,
46,,,,3279.0,
47,,,,3279.0,
48,,,,3279.0,
49,,,,3279.0,
50,,,,3279.0,
51,,,,3279.0,
52,3279.0,3279.0,3279.0,3279.0,9.0
53,,,,3279.0,
54,,,,3279.0,
55,3279.0,3279.0,3279.0,3279.0,1.0
56,3280.0,3280.0,3280.0,3280.0,426.0
57,,,,3280.0,
58,,,,3280.0,
59,,,,3280.0,
60,,,,3280.0,
61,,,,3280.0,
62,3280.0,3279.0,3280.0,3279.0,175.0
63,3280.0,3280.0,3280.0,3280.0,15.0
64,,,,3280.0,
65,,,,3280.0,
66,3280.0,3280.0,3280.0,3280.0,4.0
67,,,,3280.0,
68,,,,3280.0,
69,3279.0,3279.0,3279.0,3279.0,2.0
70,,,,3279.0,
71,,,,3279.0,
72,,,,3279.0,
73,,,,3279.0,
74,,,,3279.0,
75,,,,3279.0,
76,,,,3279.0,
77,,,,3279.0,
78,,,,3279.0,
79,,,,3279.0,
80,3279.0,3279.0,3279.0,3279.0,1.0
81,,,,3279.0,
82,,,,3279.0,
83,3279.0,3279.0,3279.0,3279.0,1.0
84,,,,3279.0,
85,,,,3279.0,
86,,,,3279.0,
87,,,,3279.0,
88,,,,3279.0,
89,,,,3279.0,
90,3280.0,3280.0,3280.0,3280.0,4.0
91,,,,3280.0,
92,,,,3280.0,
93,,,,3280.0,
94,,,,3280.0,
95,,,,3280.0,
96,,,,3280.0,
97,,,,3280.0,
98,,,,3280.0,
99,,,,3280.0,
100,,,,3280.0,
101,,,,3280.0,
102,,,,3280.0,
103,,,,3280.0,
104,3279.0,3279.0,3279.0,3279.0,84.0
105,3279.0,3279.0,3279.0,3279.0,130.0
106,,,,3279.0,
107,,,,3279.0,
108,,,,3279.0,
109,,,,3279.0,
110,3280.0,3280.0,3280.0,3280.0,1.0
111,,,,3280.0,
112,3280.0,3280.0,3280.0,3280.0,5.0
113,3280.0,3280.0,3280.0,3280.0,157.0
114,3279.0,3279.0,3279.0,3279.0,25.0
115,,,,3279.0,
116,,,,3279.0,
117,,,,3279.0,
118,,,,3279.0,
119,,,,3279.0,
120,3280.0,3280.0,3280.0,3280.0,112.0
121,3279.0,3279.0,3279.0,3279.0,3.0
122,,,,3279.0,
123,3280.0,3280.0,3280.0,3280.0,143.0
124,,,,3280.0,
125,,,,3280.0,
126,,,,3280.0,
127,,,,3280.0,
128,,,,3280.0,
129,,,,3280.0,
130,3281.0,3281.0,3281.0,3281.0,26.0
131,,,,3281.0,
132,3280.0,3280.0,3280.0,3280.0,287.0
133,,,,3280.0,
134,,,,3280.0,
135,3279.0,3279.0,3279.0,3279.0,50.0
136,3280.0,3280.0,3280.0,3280.0,1.0
137,,,,3280.0,
138,3279.0,3279.0,3279.0,3279.0,1.0
139,,,,3279.0,
140,,,,3279.0,
141,3280.0,3280.0,3280.0,3280.0,43.0
142,3280.0,3280.0,3280.0,3280.0,3.0
143,,,,3280.0,
144,,,,3280.0,
145,,,,3280.0,
146,,,,3280.0,
147,,,,3280.0,
148,,,,3280.0,
149,3280.0,3280.0,3280.0,3280.0,4.0
150,3280.0,3280.0,3280.0,3280.0,5.0
151,,,,3280.0,
152,,,,3280.0,
153,,,,3280.0,
154,,,,3280.0,
155,,,,3280.0,
156,,,,3280.0,
157,,,,3280.0,
158,,,,3280.0,
159,,,,3280.0,
160,,,,3280.0,
161,,,,3280.0,
162,,,,3280.0,
163,,,,3280.0,
164,3280.0,3280.0,3280.0,3280.0,72.0
165,,,,3280.0,
166,,,,3280.0,
167,,,,3280.0,
168,,,,3280.0,
169,,,,3280.0,
170,3279.0,3279.0,3279.0,3279.0,205.0
171,3280.0,3279.0,3280.0,3279.0,5.0
